Unnamed: 0,Polymer,Polymer_SMILES,T_K,P_Mpa,exp_CO2_sol_g_g,pred_CO2_sol_g_g,train/test,Polymer_BRICS
197,PLGA,COC(=O)COC(=O)C(C)C,308.0,23.11,0.2794,0.2794,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
198,PLGA,COC(=O)COC(=O)C(C)C,308.0,26.21,0.288,0.288,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
200,PLGA,COC(=O)COC(=O)C(C)C,308.0,31.47,0.2963,0.2963,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
201,PLGA,COC(=O)COC(=O)C(C)C,313.0,12.09,0.1666,0.1666,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
202,PLGA,COC(=O)COC(=O)C(C)C,313.0,15.3,0.2188,0.2188,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
203,PLGA,COC(=O)COC(=O)C(C)C,313.0,18.19,0.2407,0.2407,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
204,PLGA,COC(=O)COC(=O)C(C)C,313.0,20.61,0.2555,0.2555,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
205,PLGA,COC(=O)COC(=O)C(C)C,313.0,25.59,0.273,0.273,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
207,PLGA,COC(=O)COC(=O)C(C)C,313.0,30.7,0.2876,0.2876,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
208,PLGA,COC(=O)COC(=O)C(C)C,323.0,12.43,0.0903,0.0903,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
210,PLGA,COC(=O)COC(=O)C(C)C,323.0,19.3,0.2236,0.2236,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
211,PLGA,COC(=O)COC(=O)C(C)C,323.0,22.97,0.2445,0.2445,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
212,PLGA,COC(=O)COC(=O)C(C)C,323.0,24.07,0.2492,0.2492,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
213,PLGA,COC(=O)COC(=O)C(C)C,323.0,26.44,0.2588,0.2588,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
214,PLGA,COC(=O)COC(=O)C(C)C,323.0,28.1,0.2638,0.2638,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
215,PLGA,COC(=O)COC(=O)C(C)C,323.0,30.29,0.2702,0.2702,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
217,PLLA,COC(=O)[C@H](C)C,308.0,15.14,0.3874,0.38741,train,"['CO', 'CC(C)C=O']"
218,PLLA,COC(=O)[C@H](C)C,308.0,18.53,0.4062,0.40621,train,"['CO', 'CC(C)C=O']"
219,PLLA,COC(=O)[C@H](C)C,308.0,22.92,0.4199,0.41991,train,"['CO', 'CC(C)C=O']"
220,PLLA,COC(=O)[C@H](C)C,308.0,25.55,0.4244,0.42439,train,"['CO', 'CC(C)C=O']"
222,PLLA,COC(=O)[C@H](C)C,308.0,30.29,0.4301,0.43014,train,"['CO', 'CC(C)C=O']"
223,PLLA,COC(=O)[C@H](C)C,313.0,12.29,0.3258,0.32581,train,"['CO', 'CC(C)C=O']"
224,PLLA,COC(=O)[C@H](C)C,313.0,15.69,0.3698,0.36982,train,"['CO', 'CC(C)C=O']"
225,PLLA,COC(=O)[C@H](C)C,313.0,18.46,0.3864,0.38639,train,"['CO', 'CC(C)C=O']"
226,PLLA,COC(=O)[C@H](C)C,313.0,21.06,0.3985,0.3985,train,"['CO', 'CC(C)C=O']"
227,PLLA,COC(=O)[C@H](C)C,313.0,25.75,0.4125,0.4125,train,"['CO', 'CC(C)C=O']"
228,PLLA,COC(=O)[C@H](C)C,313.0,28.28,0.4174,0.41744,train,"['CO', 'CC(C)C=O']"
229,PLLA,COC(=O)[C@H](C)C,313.0,31.46,0.4228,0.42267,train,"['CO', 'CC(C)C=O']"
230,PLLA,COC(=O)[C@H](C)C,323.0,10.73,0.1652,0.16521,train,"['CO', 'CC(C)C=O']"
231,PLLA,COC(=O)[C@H](C)C,323.0,12.66,0.2534,0.25337,train,"['CO', 'CC(C)C=O']"
232,PLLA,COC(=O)[C@H](C)C,323.0,15.65,0.3294,0.32939,train,"['CO', 'CC(C)C=O']"
233,PLLA,COC(=O)[C@H](C)C,323.0,20.18,0.3718,0.37181,train,"['CO', 'CC(C)C=O']"
234,PLLA,COC(=O)[C@H](C)C,323.0,22.46,0.384,0.38398,train,"['CO', 'CC(C)C=O']"
235,PLLA,COC(=O)[C@H](C)C,323.0,25.31,0.3971,0.39711,train,"['CO', 'CC(C)C=O']"
237,PLLA,COC(=O)[C@H](C)C,323.0,29.9,0.4116,0.41158,train,"['CO', 'CC(C)C=O']"
238,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,0.14,0.0003,0.00026,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
239,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,0.69,0.0068,0.00698,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
240,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,1.27,0.0188,0.01876,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
241,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,2.25,0.0362,0.03617,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
243,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,13.04,0.2194,0.21938,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
244,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,18.4,0.4086,0.40861,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
245,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,19.95,0.4668,0.46676,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
247,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,22.15,0.5345,0.53445,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
248,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,25.34,0.5878,0.58781,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
249,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,28.6,0.6183,0.61826,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
251,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,1.3,0.0299,0.02996,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
252,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,4.76,0.0553,0.05532,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
254,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,13.47,0.1556,0.15564,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
255,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,16.2,0.2394,0.23935,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
257,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,23.62,0.3957,0.39566,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
258,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,25.67,0.4149,0.41494,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
259,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,25.98,0.4189,0.41887,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
260,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,29.05,0.4461,0.44614,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
261,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,31.02,0.4636,0.46357,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
263,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,0.5,0.004,0.00415,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
264,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,1.12,0.0117,0.01175,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
265,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,1.99,0.0272,0.02712,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
266,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,12.04,0.2723,0.27217,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
267,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,14.89,0.3694,0.3694,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
268,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,17.88,0.4535,0.4533,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
269,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,19.8,0.4887,0.48853,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
270,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,22.73,0.5316,0.5317,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
271,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,28.05,0.5613,0.56072,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
272,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,29.88,0.5684,0.5686,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
273,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,0.24,0.0032,0.00315,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
274,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,0.56,0.0033,0.00338,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
275,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,1.06,0.0092,0.00903,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
277,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,3.98,0.0361,0.03619,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
278,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,5.09,0.0475,0.04735,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
279,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,10.33,0.1421,0.1421,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
280,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,12.07,0.1626,0.16269,train,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
