Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
SUM_OF_FRAGS,0.9301693630624769,0.016915051294571066,0.43529307942893125,0.05968447979751497,0.27774680708179994,0.037860972483392354,681
