Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
SUM_OF_FRAGS,0.7471714137860715,0.05738920063732895,0.3336367095946409,0.04197564905249666,0.17755782093757005,0.019479864569458646,681
