Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
SUM_OF_FRAGS,0.8237658582934312,0.030829986926503915,0.27325626040508944,0.021874144923865604,0.18076326513589253,0.010353655200396281,681
