Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data,feature_length
CO2_Soleimani,7,"Augmented_SMILES,T_K,P_Mpa",exp_CO2_sol_g_g,BRT,0.9850167015258057,0.011863211836310611,0.9703986380798512,0.023122551939271797,0.02162736143567016,0.005792788554028175,0.01206385442348849,0.0017912133518542383,2238,107
