Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data,feature_length
CO2_Soleimani,7,"Polymer_manual_aug,T_K,P_Mpa",exp_CO2_sol_g_g,BRT,0.9864657145905121,0.008323750337538589,0.9731838908822515,0.01634846276782276,0.020720926229365406,0.004599097864222504,0.011181269186083144,0.0015561396406891176,2466,25
