Unnamed: 0,Polymer,Polymer_SMILES,Solvent,Solvent_SMILES,Augmented_SMILES,Contact_angle,Thickness_um,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo
497,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'C1(C(OC(C(C1O)OC1OC(CO)C(OC)C(C1N)O)CO)C)N.C(O)CO', 'C1(C(C(C(OC1CO)OC1C(OC(C)C(N)C1O)CO)N)O)OC.C(CO)O']",55.1,30.0,32.9,50.0,25,3.0,0.426923077,24.234824
498,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'O1C(CO)C(C(O)C(N)C1C)OC1C(N)C(C(C(CO)O1)OC)O.C(O)CO', 'O(C1C(OC(C(N)C1O)OC1C(CO)OC(C)C(C1O)N)CO)C.C(CO)O']",55.1,30.0,32.9,70.0,25,3.0,0.588461538,2.554591
499,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'C1(OC)C(C(N)C(OC1CO)OC1C(OC(C)C(N)C1O)CO)O.C(O)CO', 'O1C(CO)C(OC2OC(CO)C(C(C2N)O)OC)C(O)C(C1C)N.C(CO)O']",55.1,30.0,32.9,90.0,25,3.0,0.776923077,1.1
500,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'O1C(OC2C(OC(C(C2O)N)C)CO)C(N)C(O)C(OC)C1CO.C(O)CO', 'O1C(CO)C(C(O)C(N)C1OC1C(C(C(OC1CO)C)N)O)OC.C(CO)O']",55.1,10.0,32.9,5.0,80,6.7,0.156521739,1288.2
501,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'C1(C(N)C(OC2C(O)C(N)C(C)OC2CO)OC(C1OC)CO)O.C(O)CO', 'O(C)C1C(O)C(N)C(OC1CO)OC1C(O)C(C(C)OC1CO)N.C(CO)O']",55.1,10.0,32.9,20.0,30,6.7,0.264724919,4529.333333
502,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'C1(CO)C(C(O)C(N)C(OC2C(O)C(C(C)OC2CO)N)O1)OC.C(CO)O', 'C1(CO)C(OC2C(C(O)C(OC)C(O2)CO)N)C(O)C(C(O1)C)N.C(O)CO']",55.1,10.0,32.9,20.0,45,6.7,0.445954693,4529.333333
503,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'C1(C(C(OC2OC(CO)C(OC)C(O)C2N)C(OC1C)CO)O)N.C(O)CO', 'O1C(C(N)C(O)C(C1CO)OC1OC(CO)C(OC)C(O)C1N)C.C(CO)O']",55.1,10.0,32.9,10.0,80,6.7,0.614492754,1337.086957
504,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'C1(C(OC2OC(CO)C(C(C2N)O)OC)C(O)C(N)C(O1)C)CO.C(CO)O', 'O1C(CO)C(C(O)C(N)C1OC1C(C(N)C(OC1CO)C)O)OC.C(O)CO']",55.1,10.0,32.9,20.0,60,6.7,0.688673139,796.0
505,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'OCC1OC(C(N)C(O)C1OC1OC(C(C(C1N)O)OC)CO)C.C(CO)O', 'C1(OC2C(C(O)C(C(CO)O2)OC)N)C(O)C(N)C(OC1CO)C.C(O)CO']",55.1,10.0,32.9,20.0,80,6.7,1.125566343,796.0
506,chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethylene_glycol,OCCO,"['NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C).OCCO', 'OC1C(C(OC(C1N)C)CO)OC1C(N)C(C(OC)C(CO)O1)O.C(CO)O', 'OCC1OC(OC2C(CO)OC(C(N)C2O)C)C(N)C(C1OC)O.C(O)CO']",55.1,10.0,32.9,20.0,80,6.7,1.130434783,805.411765
508,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(OC)C(C(O)=O)OC(C)C(O)C1O.O1C(C(=O)O)C(C(O)C(C1C)O)OC.CC(O)=O', 'O=C(C1C(OC)C(C(O)C(C)O1)O)O.COC1C(OC(C(C1O)O)C)C(=O)O.OC(=O)C', 'O(C1C(OC(C)C(O)C1O)C(=O)O)C.C1(C(C(C(OC)C(O1)C(=O)O)O)O)C.C(C)(O)=O', 'C1(OC)C(C(O)C(OC1C(=O)O)C)O.OC(C1C(C(C(C(C)O1)O)O)OC)=O.C(=O)(O)C', 'OC1C(O)C(OC(C1OC)C(=O)O)C.C1(O)C(C)OC(C(OC)C1O)C(=O)O.O=C(C)O']",37.37,5.0,21.4,10.0,30,1.5,0.102040816,170.125428
509,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C(O)(C1C(OC)C(O)C(O)C(O1)C)=O.OC(=O)C1OC(C)C(O)C(C1OC)O.C(C)(O)=O', 'C(C1C(OC)C(O)C(O)C(O1)C)(O)=O.OC1C(C(C(C(O)=O)OC1C)OC)O.C(O)(C)=O', 'C1(C(O)C(C(OC1C)C(=O)O)OC)O.C1(C)OC(C(=O)O)C(C(C1O)O)OC.CC(O)=O', 'C1(C(=O)O)OC(C(C(O)C1OC)O)C.C1(C(C(OC)C(OC1C)C(=O)O)O)O.O=C(C)O', 'C1(C(O)C(C(C)OC1C(O)=O)O)OC.C1(OC)C(C(O)C(C)OC1C(=O)O)O.OC(C)=O']",37.37,5.0,21.4,10.0,30,1.5,0.16123348,95.221238
510,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(OC)C(C(O)C(OC1C(O)=O)C)O.O=C(C1OC(C(C(O)C1OC)O)C)O.O=C(O)C', 'O1C(C(C(O)C(C1C)O)OC)C(=O)O.CC1OC(C(O)=O)C(C(O)C1O)OC.OC(=O)C', 'C1(C(O)C(O)C(OC1C(O)=O)C)OC.O=C(O)C1OC(C)C(C(O)C1OC)O.C(O)(=O)C', 'OC(C1OC(C)C(C(C1OC)O)O)=O.O1C(C(OC)C(O)C(C1C)O)C(O)=O.CC(O)=O', 'OC1C(OC)C(OC(C1O)C)C(O)=O.CC1C(C(C(OC)C(C(O)=O)O1)O)O.O=C(C)O']",37.37,5.0,21.4,10.0,40,1.5,0.179591837,93.160277
512,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(C(C(O)C(C(C(O)=O)O1)OC)O)C.C1(OC(C(O)C(O)C1OC)C)C(=O)O.O=C(O)C', 'C1(C(C(C(C(C)O1)O)O)OC)C(O)=O.OC1C(C)OC(C(O)=O)C(OC)C1O.OC(C)=O', 'OC1C(O)C(OC(C(=O)O)C1OC)C.C1(OC)C(O)C(C(C)OC1C(=O)O)O.C(O)(C)=O', 'O(C1C(OC(C(C1O)O)C)C(=O)O)C.OC(C1OC(C(C(C1OC)O)O)C)=O.CC(O)=O', 'C1(C(C(OC(C1OC)C(=O)O)C)O)O.C1(C(OC)C(O)C(O)C(C)O1)C(=O)O.C(=O)(O)C']",37.37,5.0,21.4,10.0,60,1.5,0.387755102,63.095734
513,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(O)C(OC)C(C(O)=O)OC(C)C1O.C1(C(C(O)C(C(C)O1)O)OC)C(O)=O.O=C(O)C', 'O=C(C1OC(C)C(C(O)C1OC)O)O.OC1C(OC(C(=O)O)C(OC)C1O)C.OC(C)=O', 'C1(O)C(OC)C(OC(C)C1O)C(O)=O.O1C(C(O)=O)C(OC)C(C(O)C1C)O.CC(O)=O', 'CC1OC(C(OC)C(O)C1O)C(=O)O.O=C(C1C(C(O)C(C(O1)C)O)OC)O.O=C(C)O', 'OC(=O)C1C(OC)C(O)C(C(C)O1)O.C1(OC)C(O)C(O)C(C)OC1C(O)=O.OC(=O)C']",37.37,40.0,21.4,10.0,30,13.3,0.007318501,19.4
514,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(OC)C(C(C(OC1C(O)=O)C)O)O.O1C(C(C(O)C(C1C(=O)O)OC)O)C.OC(=O)C', 'C1(C(C(O)C(OC)C(O1)C(=O)O)O)C.COC1C(OC(C(C1O)O)C)C(O)=O.C(O)(C)=O', 'COC1C(C(=O)O)OC(C)C(O)C1O.C1(C(O)C(O)C(C(C(=O)O)O1)OC)C.CC(O)=O', 'C1(O)C(O)C(OC(C1OC)C(O)=O)C.C(=O)(C1OC(C(O)C(O)C1OC)C)O.O=C(O)C', 'COC1C(OC(C)C(O)C1O)C(O)=O.C1(C(O)C(OC)C(C(O)=O)OC1C)O.O=C(C)O']",37.37,40.0,21.4,20.0,30,13.3,0.024996875,16.0
515,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(C)C(C(C(OC)C(C(=O)O)O1)O)O.C(=O)(O)C1C(OC)C(O)C(C(O1)C)O.C(C)(=O)O', 'C1(O)C(O)C(C)OC(C1OC)C(=O)O.C(=O)(O)C1OC(C)C(C(C1OC)O)O.OC(=O)C', 'C1(C)OC(C(C(C1O)O)OC)C(O)=O.OC(C1C(C(C(C(O1)C)O)O)OC)=O.C(=O)(C)O', 'C(O)(=O)C1C(OC)C(C(O)C(C)O1)O.C1(OC)C(OC(C(O)C1O)C)C(=O)O.CC(O)=O', 'O(C)C1C(C(=O)O)OC(C(O)C1O)C.C1(C(C(OC(C)C1O)C(O)=O)OC)O.C(O)(C)=O']",37.37,40.0,21.4,30.0,30,13.3,0.051647811,10.2
516,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(C(O)=O)C(OC)C(C(O)C(O1)C)O.C1(OC)C(C(=O)O)OC(C)C(C1O)O.OC(C)=O', 'C(C1C(C(C(O)C(C)O1)O)OC)(O)=O.C1(OC(C(OC)C(O)C1O)C(=O)O)C.OC(=O)C', 'COC1C(C(O)C(C)OC1C(=O)O)O.OC1C(C)OC(C(O)=O)C(OC)C1O.O=C(O)C', 'O1C(C(C(O)C(C1C)O)OC)C(=O)O.COC1C(C(O)=O)OC(C)C(O)C1O.CC(O)=O', 'O1C(C)C(O)C(C(OC)C1C(O)=O)O.COC1C(C(C(C)OC1C(=O)O)O)O.C(=O)(C)O']",37.37,40.0,21.4,40.0,30,13.3,0.065597668,7.0
517,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'O=C(C1C(OC)C(C(O)C(C)O1)O)O.C1(C(O)=O)OC(C(O)C(O)C1OC)C.C(=O)(O)C', 'O1C(C)C(C(O)C(OC)C1C(O)=O)O.C(C1OC(C)C(C(O)C1OC)O)(=O)O.O=C(O)C', 'C1(OC(C)C(C(C1OC)O)O)C(O)=O.C1(C(C)OC(C(O)=O)C(C1O)OC)O.C(O)(C)=O', 'O(C)C1C(C(O)C(C)OC1C(O)=O)O.C1(C)OC(C(=O)O)C(OC)C(O)C1O.C(O)(=O)C', 'C1(C(O)C(O)C(OC1C(=O)O)C)OC.OC(=O)C1C(OC)C(O)C(O)C(C)O1.O=C(C)O']",37.37,40.0,21.4,50.0,30,13.3,0.086507269,5.0
518,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'O1C(C(O)=O)C(OC)C(O)C(C1C)O.OC(=O)C1OC(C)C(O)C(C1OC)O.O=C(O)C', 'O(C1C(O)C(O)C(OC1C(=O)O)C)C.C1(C(O)C(C(OC1C)C(O)=O)OC)O.CC(O)=O', 'C1(OC)C(C(O)C(OC1C(=O)O)C)O.C1(C)OC(C(C(C1O)O)OC)C(=O)O.OC(=O)C', 'OC1C(C(OC)C(OC1C)C(O)=O)O.O1C(C)C(O)C(C(C1C(O)=O)OC)O.C(=O)(O)C', 'C(C1C(C(O)C(C(O1)C)O)OC)(=O)O.C1(OC(C(O)=O)C(C(O)C1O)OC)C.C(C)(O)=O']",37.37,45.0,21.4,10.0,40,2.66,0.037,38.0
519,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(C(=O)O)C(OC)C(C(O)C(O1)C)O.O(C1C(OC(C(C1O)O)C)C(=O)O)C.OC(=O)C', 'O1C(C(=O)O)C(C(O)C(O)C1C)OC.C1(C(C(C(C(O1)C)O)O)OC)C(=O)O.C(C)(O)=O', 'C1(O)C(C)OC(C(O)=O)C(OC)C1O.C1(C(=O)O)C(C(C(C(O1)C)O)O)OC.CC(O)=O', 'C(O)(C1C(C(O)C(O)C(O1)C)OC)=O.COC1C(C(C(OC1C(O)=O)C)O)O.O=C(C)O', 'C1(C(O)C(C(OC1C)C(O)=O)OC)O.O(C1C(C(C(OC1C(O)=O)C)O)O)C.C(=O)(O)C']",37.37,45.0,21.4,10.0,50,2.66,0.054,60.0
520,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(O)C(O)C(C)OC(C1OC)C(=O)O.C1(C)OC(C(O)=O)C(OC)C(O)C1O.CC(O)=O', 'OC1C(OC)C(OC(C)C1O)C(=O)O.OC1C(OC)C(OC(C)C1O)C(O)=O.O=C(O)C', 'C1(C(C(O)=O)OC(C(O)C1O)C)OC.C1(C(OC)C(C(C(C)O1)O)O)C(O)=O.OC(=O)C', 'OC(C1C(OC)C(O)C(O)C(O1)C)=O.OC1C(O)C(C)OC(C1OC)C(=O)O.C(=O)(C)O', 'O1C(C)C(O)C(C(C1C(=O)O)OC)O.OC(C1OC(C(C(C1OC)O)O)C)=O.O=C(C)O']",37.37,45.0,21.4,10.0,60,2.66,0.092,98.0
521,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'C1(C(C)OC(C(C1O)OC)C(=O)O)O.CC1C(O)C(O)C(C(C(=O)O)O1)OC.CC(O)=O', 'C(=O)(C1OC(C(C(O)C1OC)O)C)O.O1C(C(=O)O)C(OC)C(C(C1C)O)O.C(O)(=O)C', 'OC1C(C(OC)C(OC1C)C(O)=O)O.C1(O)C(O)C(OC(C1OC)C(O)=O)C.OC(=O)C', 'COC1C(O)C(O)C(OC1C(=O)O)C.O1C(C(=O)O)C(C(C(C1C)O)O)OC.C(=O)(C)O', 'C1(OC(C(OC)C(C1O)O)C(=O)O)C.C1(C(C(=O)O)OC(C(O)C1O)C)OC.O=C(C)O']",37.37,45.0,21.4,10.0,70,2.66,0.138,134.0
522,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'OC(=O)C1OC(C(C(C1OC)O)O)C.O=C(O)C1OC(C)C(O)C(C1OC)O.OC(C)=O', 'C(O)(=O)C1OC(C(O)C(O)C1OC)C.O(C1C(C(O)C(OC1C(=O)O)C)O)C.O=C(C)O', 'O=C(O)C1OC(C(C(C1OC)O)O)C.O(C)C1C(C(O)C(C)OC1C(=O)O)O.C(C)(=O)O', 'C1(C(C(C)OC(C1OC)C(O)=O)O)O.O1C(C(OC)C(O)C(C1C)O)C(=O)O.C(O)(C)=O', 'OC1C(O)C(OC)C(C(=O)O)OC1C.OC1C(C(C(C(=O)O)OC1C)OC)O.CC(O)=O']",37.37,50.0,21.4,10.0,30,13.3,0.081,22.0
523,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'CC1C(O)C(C(C(C(O)=O)O1)OC)O.OC(=O)C1C(OC)C(O)C(C(C)O1)O.O=C(C)O', 'O1C(C(O)C(C(OC)C1C(O)=O)O)C.O(C1C(OC(C(O)C1O)C)C(=O)O)C.C(=O)(O)C', 'O=C(C1OC(C)C(C(C1OC)O)O)O.C1(C(O)C(C(C(O)=O)OC1C)OC)O.C(=O)(C)O', 'O(C1C(C(C(C)OC1C(=O)O)O)O)C.C(O)(=O)C1C(C(C(O)C(C)O1)O)OC.C(O)(=O)C', 'OC1C(C(C(=O)O)OC(C1O)C)OC.C1(OC)C(C(C(C)OC1C(O)=O)O)O.OC(=O)C']",37.37,50.0,21.4,20.0,30,13.3,0.115,14.0
525,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'O(C1C(C(O)C(OC1C(O)=O)C)O)C.CC1OC(C(C(O)C1O)OC)C(O)=O.OC(=O)C', 'O=C(C1OC(C)C(O)C(O)C1OC)O.CC1OC(C(=O)O)C(OC)C(C1O)O.OC(C)=O', 'OC(=O)C1OC(C)C(O)C(C1OC)O.OC1C(C)OC(C(C1O)OC)C(O)=O.CC(O)=O', 'O1C(C(C(O)C(O)C1C)OC)C(=O)O.C1(C(C(C(O)C(O1)C)O)OC)C(O)=O.C(=O)(O)C', 'OC(=O)C1C(C(O)C(C(C)O1)O)OC.OC1C(OC)C(OC(C1O)C)C(O)=O.C(C)(=O)O']",37.37,50.0,21.4,30.0,30,13.3,0.168,9.0
526,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'OC1C(C(OC)C(OC1C)C(=O)O)O.OC1C(O)C(OC(C(O)=O)C1OC)C.C(=O)(C)O', 'C1(O)C(C(OC(C1O)C)C(=O)O)OC.OC1C(C(C)OC(C(=O)O)C1OC)O.O=C(O)C', 'C(C1C(OC)C(O)C(O)C(O1)C)(O)=O.COC1C(OC(C)C(O)C1O)C(=O)O.C(C)(O)=O', 'C(=O)(C1C(OC)C(O)C(C(O1)C)O)O.O(C1C(C(=O)O)OC(C)C(C1O)O)C.C(C)(=O)O', 'C1(C(C(C(OC)C(O1)C(=O)O)O)O)C.O1C(C(O)C(C(C1C(O)=O)OC)O)C.CC(O)=O']",37.37,50.0,21.4,10.0,50,13.3,0.187,13.0
527,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'COC1C(C(O)=O)OC(C)C(C1O)O.C(O)(C1C(OC)C(O)C(O)C(C)O1)=O.OC(=O)C', 'OC1C(C(C(C(=O)O)OC1C)OC)O.C1(C(C(=O)O)OC(C(C1O)O)C)OC.C(O)(C)=O', 'C1(OC)C(O)C(O)C(C)OC1C(O)=O.C1(O)C(C)OC(C(OC)C1O)C(O)=O.C(=O)(C)O', 'C1(C(C(OC(C1OC)C(=O)O)C)O)O.C1(C(O)C(O)C(C)OC1C(=O)O)OC.CC(O)=O', 'CC1OC(C(=O)O)C(C(C1O)O)OC.O(C1C(C(=O)O)OC(C)C(C1O)O)C.O=C(O)C']",37.37,50.0,21.4,10.0,60,13.3,0.222,10.0
528,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'O=C(C1OC(C)C(O)C(O)C1OC)O.COC1C(OC(C(C1O)O)C)C(=O)O.O=C(C)O', 'O1C(C(O)=O)C(C(C(C1C)O)O)OC.OC1C(C(OC(C(O)=O)C1OC)C)O.O=C(O)C', 'OC1C(OC)C(OC(C1O)C)C(O)=O.OC1C(O)C(OC)C(C(O)=O)OC1C.OC(=O)C', 'CC1C(O)C(O)C(C(C(O)=O)O1)OC.C1(C)C(O)C(O)C(OC)C(C(O)=O)O1.C(=O)(C)O', 'O=C(C1OC(C(C(C1OC)O)O)C)O.O=C(C1C(OC)C(C(O)C(O1)C)O)O.C(O)(=O)C']",37.37,50.0,21.4,40.0,30,13.3,0.234,6.0
529,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O', 'COC1C(C(O)C(OC1C(=O)O)C)O.O=C(O)C1OC(C)C(C(C1OC)O)O.OC(=O)C', 'OC1C(OC(C(OC)C1O)C(=O)O)C.OC1C(C(C)OC(C1OC)C(=O)O)O.OC(C)=O', 'OC(C1C(C(C(C(C)O1)O)O)OC)=O.C1(C(O)C(OC)C(OC1C)C(O)=O)O.O=C(O)C', 'C1(C(C)OC(C(OC)C1O)C(O)=O)O.CC1OC(C(OC)C(C1O)O)C(=O)O.C(=O)(O)C', 'O=C(C1OC(C)C(O)C(O)C1OC)O.O(C)C1C(C(O)C(C)OC1C(O)=O)O.CC(O)=O']",37.37,50.0,21.4,10.0,70,13.3,0.269,9.0
530,pva,C(C)C(C)(O),acetic_acid,CC(=O)O,"['C(C)C(C)(O).CC(=O)O', 'CCC(O)C.C(=O)(O)C', 'C(C)C(O)C.OC(=O)C', 'CCC(C)O.CC(O)=O', 'C(C)C(C)O.C(=O)(C)O', 'C(O)(C)CC.O=C(C)O']",74.0,35.0,21.4,80.0,25,0.23,0.95,1.76
531,pva,C(C)C(C)(O),acetic_acid,CC(=O)O,"['C(C)C(C)(O).CC(=O)O', 'C(C)C(O)C.OC(=O)C', 'CC(O)CC.O=C(O)C', 'C(C)(CC)O.OC(C)=O', 'OC(C)CC.C(C)(O)=O', 'CCC(C)O.C(O)(C)=O']",74.0,35.0,21.4,80.0,45,0.23,4.47,1.23
532,pva,C(C)C(C)(O),acetic_acid,CC(=O)O,"['C(C)C(C)(O).CC(=O)O', 'C(O)(C)CC.O=C(C)O', 'OC(C)CC.OC(C)=O', 'C(C)(CC)O.CC(O)=O', 'CC(CC)O.C(=O)(C)O', 'C(C)C(C)O.O=C(O)C']",74.0,35.0,21.4,80.0,50,0.23,5.7,1.05
536,ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,"['O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O', 'c1(OC)ccc(-c2ccc(cc2)Oc2ccc(S(=O)(c3ccc(C)cc3)=O)cc2)cc1.O=C(C)O', 'c1c(ccc(c1)S(c1ccc(cc1)Oc1ccc(-c2ccc(cc2)OC)cc1)(=O)=O)C.CC(O)=O', 'c1(ccc(cc1)-c1ccc(cc1)OC)Oc1ccc(cc1)S(=O)(c1ccc(C)cc1)=O.O=C(O)C', 'c1(S(=O)(=O)c2ccc(cc2)C)ccc(Oc2ccc(cc2)-c2ccc(OC)cc2)cc1.C(=O)(O)C', 'O(C)c1ccc(cc1)-c1ccc(cc1)Oc1ccc(S(=O)(c2ccc(cc2)C)=O)cc1.OC(=O)C']",92.2,0.549,21.4,10.0,50,2.5,0.8,4.4
