Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data,feature_length
DFT_Ramprasad,5,2mer_fp,value,LSTM,0.5721502999408427,0.029989163551501927,0.30934994437509145,0.03959378765594412,1.2977922808326599,0.05076373078569684,1.0029568183908983,0.048260176731106746,3380,93
