Index,Polymer,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo,Polymer_SMILES,Solvent_SMILES,Sum_of_frags,Polymer_SELFIES,Solvent_SELFIES,Polymer_BigSMILES,PS_SMILES,PS_SELFIES,PS_BigSMILES
128,alginate,37.37,30.0,acetic_acid,21.4,30.0,30,13.3,0.258,6.31,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(=O)O,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_2][C][=O][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(=O)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_2][C][=O][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(=O)O
129,alginate,37.37,30.0,acetic_acid,21.4,50.0,30,13.3,0.477,2.7,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(=O)O,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_2][C][=O][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(=O)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_2][C][=O][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(=O)O
130,alginate,37.37,30.0,acetic_acid,21.4,40.0,30,13.3,0.485,3.96,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(=O)O,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_2][C][=O][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(=O)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_2][C][=O][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(=O)O
132,alginate,37.37,10.0,ethanol,26.5,4.0,40,13.3,0.036,27.914341,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CCO,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CCO,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CCO
133,alginate,37.37,10.0,ethanol,26.5,10.0,30,13.3,0.036,10.556714,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CCO,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CCO,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CCO
135,alginate,37.37,10.0,ethanol,26.5,4.0,50,13.3,0.098,25.792531,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CCO,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CCO,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CCO
137,alginate,37.37,10.0,ipa,23.5,10.0,30,13.3,0.133,2423.432432,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
138,alginate,37.37,10.0,ipa,23.5,15.0,30,13.3,0.167,357.581197,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
139,alginate,37.37,10.0,ethanol,26.5,4.0,70,13.3,0.173,21.67079,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CCO,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CCO,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CCO
140,alginate,37.37,10.0,ipa,23.5,12.6,40,13.3,0.183,534.978175,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
142,alginate,37.37,10.0,ipa,23.5,20.0,30,13.3,0.232,223.272727,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
143,alginate,37.37,10.0,ipa,23.5,12.6,60,13.3,0.287,196.480147,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
144,alginate,37.37,10.0,ipa,23.5,12.6,70,13.3,0.332,159.806471,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
145,alginate,37.37,50.0,ipa,23.5,10.0,30,13.3,0.062,653.0,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
146,alginate,37.37,50.0,ipa,23.5,12.6,30,13.3,0.068,340.0,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
147,alginate,37.37,50.0,ipa,23.5,12.6,40,13.3,0.072,243.0,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
148,alginate,37.37,50.0,ipa,23.5,20.0,30,13.3,0.075,189.0,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
150,alginate,37.37,50.0,ipa,23.5,12.6,60,13.3,0.084,140.0,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
151,alginate,37.37,50.0,ipa,23.5,12.6,70,13.3,0.087,109.0,O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]),CC(C)O,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C],[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]},O=C(O)C1OC(C[*])C(O)C(O)C1O(C[*]).CC(C)O,[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[O][=C][Branch1_1][C][O][C][O][C][Branch1_1][C][C][C][Branch1_1][C][O][C][Branch1_1][C][O][C][Ring1][Branch2_2][O][Branch1_1][C][C].[C][C][Branch1_1][C][C][O],{[][<]*C[>][<]}{[>][<]O=C(O)C1CC(O)C(O)CO1[>][<]}{[>][<]O[>][<]}{[>][<]*C[>][]}.CC(C)O
