folds,r,r2,mae,rmse
0,0.08285733246148895,-0.2096157309047173,7.74912268492682,13.579590655774702
1,0.829950346959138,0.6729006435872679,2.8542357043079005,3.513016148875776
2,0.48819866476201945,0.2277542952967031,6.174273974377074,8.939261867632714
3,0.7473844089563121,0.33916403276485196,3.9044875817291596,5.381375762186547
4,0.7891263638787958,0.459366208624693,2.981044102182945,4.76027223511666
5,0.7639933398753767,-0.6514515766726603,5.926067637436687,8.418950286131796
6,0.7697726044370466,0.5022918806146888,3.275830790988029,4.951769373569282
