Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
SUM_OF_FRAGS,0.9616020266627195,0.012400350236723754,0.3210027,0.05578827,0.2009555,0.025294924,681
