Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
SUM_OF_FRAGS,0.872310218414356,0.02175963675427727,0.2340854,0.025149062,0.15592942,0.012434609,681
