Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data,feature_length
CO2_Soleimani,5,"polymer_automated_frag_SMILES,T_K,P_Mpa",exp_CO2_sol_g_g,BRT,0.9910793250450466,0.0019780076057093776,0.9819089691801166,0.0037278114503354665,0.017582563721323476,0.0013394550446986205,0.011068740367392367,0.001070421636141821,515,97
