Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data,feature_length
DFT_Ramprasad,5,polymer_automated_frag,value,RF,0.5887784960027399,0.031047882077476625,0.12237951359612945,0.13369234619580397,1.4596125578414152,0.12605289152929033,0.9305187038037722,0.06729856395254742,3380,36
