Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
MANUAL,0.9647849721526054,0.01282351970167854,0.025440037,0.0054396084,0.016242964,0.0026140776,515
