Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
SMILES,0.8922255781440133,0.03309278789206155,0.04343259,0.005246057,0.027570337,0.0032245594,515
