Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data,feature_length
DFT_Ramprasad,5,3mer_fp,value,BRT,0.9225415881800425,0.00501980526720643,0.850221259047926,0.009332246008951977,0.6039511516296625,0.014187238335544703,0.4115434787761389,0.011002651004023015,3380,512
