Polymer,Polymer_SMILES,T_K,P_Mpa,exp_CO2_sol_g_g,pred_CO2_sol_g_g,train/test,Augmented_SMILES
PBS,COCCCCOC(=O)CCC(C)=O,323.15,2.209,0.02063,0.02061,train,"['C(C(OCCCCOC)=O)CC(=O)C', 'C(CCCOC)OC(CCC(C)=O)=O', 'C(CCOC)COC(=O)CCC(C)=O', 'C(CCC(C)=O)(OCCCCOC)=O', 'O(C)CCCCOC(CCC(C)=O)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,323.15,3.068,0.02826,0.02828,train,"['C(CCCOC(CCC(C)=O)=O)OC', 'C(CCCOC(=O)CCC(=O)C)OC', 'C(=O)(CCC(=O)C)OCCCCOC', 'O=C(CCC(OCCCCOC)=O)C', 'C(CC(C)=O)C(=O)OCCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,323.15,4.245,0.03879,0.03877,train,"['C(CC(C)=O)C(=O)OCCCCOC', 'C(COC)CCOC(CCC(C)=O)=O', 'C(COC)CCOC(=O)CCC(=O)C', 'C(CCC(OCCCCOC)=O)(=O)C', 'C(COC(CCC(=O)C)=O)CCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,323.15,6.272,0.05681,0.05677,train,"['COCCCCOC(CCC(C)=O)=O', 'C(COC(CCC(=O)C)=O)CCOC', 'C(OC)CCCOC(=O)CCC(=O)C', 'C(CCCOC(CCC(=O)C)=O)OC', 'C(CC(=O)C)C(=O)OCCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,323.15,10.129,0.1076,0.10754,train,"['O=C(OCCCCOC)CCC(C)=O', 'O(CCCCOC)C(=O)CCC(=O)C', 'CC(=O)CCC(=O)OCCCCOC', 'COCCCCOC(CCC(=O)C)=O', 'O=C(OCCCCOC)CCC(=O)C']"
PBS,COCCCCOC(=O)CCC(C)=O,353.15,1.148,0.00876,0.00872,train,"['C(C(OCCCCOC)=O)CC(=O)C', 'C(COC)CCOC(=O)CCC(=O)C', 'O(C(=O)CCC(=O)C)CCCCOC', 'CC(CCC(OCCCCOC)=O)=O', 'O=C(OCCCCOC)CCC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,353.15,2.103,0.01523,0.01524,train,"['O(CCCCOC(CCC(=O)C)=O)C', 'O=C(CCC(=O)C)OCCCCOC', 'C(CCOC(=O)CCC(C)=O)COC', 'C(CC(=O)OCCCCOC)C(C)=O', 'O(CCCCOC)C(=O)CCC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,353.15,3.158,0.02243,0.02237,train,"['C(C)(CCC(OCCCCOC)=O)=O', 'C(OCCCCOC)(CCC(=O)C)=O', 'O=C(C)CCC(=O)OCCCCOC', 'C(COC)CCOC(=O)CCC(C)=O', 'O=C(OCCCCOC)CCC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,353.15,4.218,0.02961,0.02964,train,"['C(CCC(C)=O)(=O)OCCCCOC', 'C(COC)CCOC(=O)CCC(=O)C', 'C(CC(OCCCCOC)=O)C(=O)C', 'C(C(=O)C)CC(=O)OCCCCOC', 'O=C(CCC(C)=O)OCCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,353.15,6.169,0.04332,0.04339,train,"['C(OCCCCOC)(CCC(=O)C)=O', 'O(C)CCCCOC(CCC(=O)C)=O', 'C(CCOC)COC(CCC(=O)C)=O', 'C(C(C)=O)CC(=O)OCCCCOC', 'O(C(CCC(C)=O)=O)CCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,353.15,8.05,0.05601,0.05597,train,"['O(C(CCC(C)=O)=O)CCCCOC', 'CC(=O)CCC(OCCCCOC)=O', 'O(CCCCOC(CCC(=O)C)=O)C', 'CC(CCC(=O)OCCCCOC)=O', 'C(C(OCCCCOC)=O)CC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,4.141,0.03776,0.03776,train,"['C(=O)(CCC(OCCCCOC)=O)C', 'C(CCC(=O)OCCCCOC)(=O)C', 'C(CC(=O)C)C(OCCCCOC)=O', 'O=C(CCC(C)=O)OCCCCOC', 'O=C(OCCCCOC)CCC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,8.076,0.07357,0.07352,train,"['O(C)CCCCOC(CCC(=O)C)=O', 'O(C(CCC(C)=O)=O)CCCCOC', 'C(COC(CCC(=O)C)=O)CCOC', 'O=C(OCCCCOC)CCC(=O)C', 'C(=O)(OCCCCOC)CCC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,8.928,0.0813,0.08138,train,"['C(=O)(OCCCCOC)CCC(=O)C', 'O=C(C)CCC(=O)OCCCCOC', 'O(C(CCC(C)=O)=O)CCCCOC', 'O=C(CCC(OCCCCOC)=O)C', 'O=C(C)CCC(OCCCCOC)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,12.076,0.1098,0.10978,train,"['C(C)(=O)CCC(OCCCCOC)=O', 'O(CCCCOC(CCC(=O)C)=O)C', 'O(CCCCOC(=O)CCC(=O)C)C', 'C(OC(CCC(=O)C)=O)CCCOC', 'C(COC(=O)CCC(=O)C)CCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,16.544,0.1481,0.14815,train,"['C(OC(CCC(=O)C)=O)CCCOC', 'O=C(CCC(OCCCCOC)=O)C', 'C(CCCOC)OC(=O)CCC(C)=O', 'O(CCCCOC(=O)CCC(C)=O)C', 'C(CCCOC(=O)CCC(=O)C)OC']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,19.987,0.1761,0.17605,train,"['O(CCCCOC)C(CCC(C)=O)=O', 'C(OC)CCCOC(=O)CCC(C)=O', 'O(CCCCOC(CCC(C)=O)=O)C', 'C(CCC(OCCCCOC)=O)(C)=O', 'C(=O)(CCC(OCCCCOC)=O)C']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,2.221,0.01501,0.01509,train,"['O(C)CCCCOC(CCC(=O)C)=O', 'C(CCCOC(CCC(=O)C)=O)OC', 'O=C(CCC(=O)C)OCCCCOC', 'CC(=O)CCC(OCCCCOC)=O', 'C(CCOC)COC(CCC(C)=O)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,2.935,0.01993,0.01994,train,"['CC(=O)CCC(OCCCCOC)=O', 'C(CCC(OCCCCOC)=O)(=O)C', 'O=C(C)CCC(OCCCCOC)=O', 'C(COC)CCOC(=O)CCC(=O)C', 'C(COC(CCC(C)=O)=O)CCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,4.705,0.03216,0.03214,train,"['O(C(=O)CCC(C)=O)CCCCOC', 'COCCCCOC(CCC(=O)C)=O', 'C(OC(=O)CCC(C)=O)CCCOC', 'O(CCCCOC)C(=O)CCC(C)=O', 'CC(=O)CCC(=O)OCCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,6.035,0.04145,0.04139,train,"['C(COC)CCOC(CCC(=O)C)=O', 'C(OC(CCC(=O)C)=O)CCCOC', 'C(OCCCCOC)(=O)CCC(=O)C', 'O(CCCCOC)C(CCC(C)=O)=O', 'C(C(C)=O)CC(=O)OCCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,6.572,0.04529,0.04532,train,"['CC(=O)CCC(=O)OCCCCOC', 'O=C(CCC(OCCCCOC)=O)C', 'C(OC)CCCOC(CCC(C)=O)=O', 'CC(CCC(OCCCCOC)=O)=O', 'C(=O)(OCCCCOC)CCC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,8.242,0.0571,0.05713,train,"['COCCCCOC(=O)CCC(=O)C', 'C(CCOC)COC(CCC(C)=O)=O', 'C(CCOC(=O)CCC(=O)C)COC', 'C(CCC(=O)OCCCCOC)(C)=O', 'CC(CCC(=O)OCCCCOC)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,8.696,0.06041,0.06036,train,"['C(COC(=O)CCC(C)=O)CCOC', 'O(C)CCCCOC(=O)CCC(C)=O', 'C(CC(OCCCCOC)=O)C(C)=O', 'O=C(CCC(C)=O)OCCCCOC', 'CC(=O)CCC(OCCCCOC)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,12.036,0.08309,0.0832,train,"['C(COC)CCOC(CCC(C)=O)=O', 'C(COC(=O)CCC(C)=O)CCOC', 'C(OCCCCOC)(=O)CCC(=O)C', 'C(CCOC)COC(CCC(=O)C)=O', 'O=C(OCCCCOC)CCC(=O)C']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,16.038,0.1107,0.11067,train,"['C(CCCOC)OC(=O)CCC(=O)C', 'O(CCCCOC(CCC(=O)C)=O)C', 'C(CCC(C)=O)(OCCCCOC)=O', 'C(CCOC(CCC(C)=O)=O)COC', 'COCCCCOC(=O)CCC(=O)C']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,16.541,0.1139,0.11388,train,"['C(CCOC)COC(CCC(C)=O)=O', 'C(C(C)=O)CC(OCCCCOC)=O', 'COCCCCOC(CCC(=O)C)=O', 'C(CCCOC)OC(=O)CCC(C)=O', 'O(C)CCCCOC(CCC(=O)C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,20.095,0.1355,0.13556,train,"['CC(=O)CCC(OCCCCOC)=O', 'C(CC(C)=O)C(=O)OCCCCOC', 'O(CCCCOC)C(=O)CCC(C)=O', 'COCCCCOC(CCC(C)=O)=O', 'COCCCCOC(CCC(=O)C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,2.133,0.01192,0.01188,train,"['O(C(=O)CCC(C)=O)CCCCOC', 'C(COC(CCC(=O)C)=O)CCOC', 'C(C(C)=O)CC(=O)OCCCCOC', 'O=C(C)CCC(OCCCCOC)=O', 'C(C(=O)OCCCCOC)CC(=O)C']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,2.798,0.01566,0.0157,train,"['COCCCCOC(=O)CCC(=O)C', 'O=C(OCCCCOC)CCC(C)=O', 'O=C(CCC(=O)OCCCCOC)C', 'O=C(CCC(OCCCCOC)=O)C', 'C(OC)CCCOC(=O)CCC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,6.626,0.03736,0.0373,train,"['O(C(=O)CCC(C)=O)CCCCOC', 'C(CCCOC(CCC(=O)C)=O)OC', 'C(CCC(=O)C)(OCCCCOC)=O', 'O=C(C)CCC(OCCCCOC)=O', 'C(=O)(C)CCC(OCCCCOC)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,8.037,0.04534,0.0454,train,"['C(OC(=O)CCC(=O)C)CCCOC', 'O(CCCCOC(CCC(C)=O)=O)C', 'O(CCCCOC(=O)CCC(C)=O)C', 'C(CC(OCCCCOC)=O)C(=O)C', 'O=C(C)CCC(=O)OCCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,8.57,0.0484,0.04844,train,"['COCCCCOC(=O)CCC(=O)C', 'CC(=O)CCC(OCCCCOC)=O', 'C(CCC(C)=O)(=O)OCCCCOC', 'O(C(CCC(C)=O)=O)CCCCOC', 'C(CC(OCCCCOC)=O)C(=O)C']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,12.007,0.0683,0.06821,train,"['C(C(OCCCCOC)=O)CC(=O)C', 'C(CCCOC)OC(=O)CCC(C)=O', 'C(CCOC)COC(=O)CCC(=O)C', 'C(CCOC)COC(=O)CCC(C)=O', 'CC(CCC(=O)OCCCCOC)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,16.071,0.09082,0.0909,train,"['C(CC(=O)C)C(=O)OCCCCOC', 'O=C(CCC(=O)C)OCCCCOC', 'O=C(C)CCC(OCCCCOC)=O', 'C(OC)CCCOC(CCC(=O)C)=O', 'O=C(C)CCC(=O)OCCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,16.574,0.09367,0.09363,train,"['COCCCCOC(=O)CCC(=O)C', 'C(CC(OCCCCOC)=O)C(=O)C', 'C(OC)CCCOC(=O)CCC(C)=O', 'O=C(CCC(=O)C)OCCCCOC', 'C(COC)CCOC(CCC(=O)C)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,1.098,0.01259,0.01259,train,"['O(CCCCOC(=O)CCCCC(OCCCCOC)=O)C(=O)CCC(C)=O', 'C(OC(=O)CCCCC(OCCCCOC)=O)CCCOC(=O)CCC(=O)C', 'O(C(CCCCC(=O)OCCCCOC)=O)CCCCOC(=O)CCC(C)=O', 'CC(CCC(OCCCCOC(=O)CCCCC(OCCCCOC)=O)=O)=O', 'C(C(=O)C)CC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,2.097,0.02418,0.02416,train,"['C(CCCOC(CCC(=O)C)=O)OC(CCCCC(OCCCCOC)=O)=O', 'C(CCOC(CCC(C)=O)=O)COC(=O)CCCCC(=O)OCCCCOC', 'O=C(OCCCCOC(CCCCC(=O)OCCCCOC)=O)CCC(C)=O', 'C(C(=O)OCCCCOC)CCCC(=O)OCCCCOC(CCC(C)=O)=O', 'CC(CCC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,4.053,0.04749,0.04749,train,"['O=C(OCCCCOC(=O)CCCCC(OCCCCOC)=O)CCC(=O)C', 'C(C(OCCCCOC(CCC(C)=O)=O)=O)CCCC(=O)OCCCCOC', 'C(C(C)=O)CC(OCCCCOC(=O)CCCCC(OCCCCOC)=O)=O', 'O=C(OCCCCOC)CCCCC(OCCCCOC(=O)CCC(=O)C)=O', 'O(CCCCOC(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)=O)C']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,7.87,0.1036,0.10359,train,"['O(C)CCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(=O)C', 'C(OC)CCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O', 'O(CCCCOC(CCC(=O)C)=O)C(CCCCC(OCCCCOC)=O)=O', 'C(CCOC(CCCCC(=O)OCCCCOC)=O)COC(CCC(C)=O)=O', 'C(CCOC(CCC(C)=O)=O)COC(CCCCC(=O)OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,2.082,0.01839,0.01839,train,"['C(CCC(C)=O)(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O', 'C(CCCC(=O)OCCCCOC(=O)CCC(=O)C)C(OCCCCOC)=O', 'C(CCOC)COC(=O)CCCCC(=O)OCCCCOC(=O)CCC(=O)C', 'O(C(CCCCC(=O)OCCCCOC)=O)CCCCOC(=O)CCC(=O)C', 'CC(=O)CCC(OCCCCOC(=O)CCCCC(=O)OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,2.581,0.02285,0.02286,train,"['C(COC(CCCCC(=O)OCCCCOC)=O)CCOC(CCC(C)=O)=O', 'C(CC(OCCCCOC(=O)CCCCC(OCCCCOC)=O)=O)C(C)=O', 'C(OC(=O)CCCCC(=O)OCCCCOC(CCC(C)=O)=O)CCCOC', 'O=C(CCCCC(=O)OCCCCOC)OCCCCOC(CCC(=O)C)=O', 'C(CCCC(=O)OCCCCOC)C(=O)OCCCCOC(CCC(=O)C)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,4.028,0.03591,0.0359,train,"['O=C(CCCCC(OCCCCOC(CCC(C)=O)=O)=O)OCCCCOC', 'O=C(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)OCCCCOC', 'C(CCCOC(CCCCC(=O)OCCCCOC)=O)OC(=O)CCC(=O)C', 'C(=O)(OCCCCOC(CCCCC(OCCCCOC)=O)=O)CCC(=O)C', 'C(CCC(=O)OCCCCOC(CCC(=O)C)=O)CC(OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,4.61,0.04122,0.04122,train,"['C(CCOC)COC(=O)CCCCC(OCCCCOC(=O)CCC(=O)C)=O', 'O=C(CCCCC(OCCCCOC(=O)CCC(C)=O)=O)OCCCCOC', 'C(CC(C)=O)C(=O)OCCCCOC(=O)CCCCC(OCCCCOC)=O', 'C(CCC(=O)OCCCCOC)CC(=O)OCCCCOC(=O)CCC(C)=O', 'O(CCCCOC)C(CCCCC(=O)OCCCCOC(CCC(=O)C)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,6.2,0.05578,0.05579,train,"['C(C(=O)OCCCCOC(=O)CCC(C)=O)CCCC(=O)OCCCCOC', 'O(C(=O)CCCCC(OCCCCOC)=O)CCCCOC(=O)CCC(C)=O', 'O(CCCCOC)C(=O)CCCCC(OCCCCOC(CCC(=O)C)=O)=O', 'O(CCCCOC(CCCCC(=O)OCCCCOC(CCC(C)=O)=O)=O)C', 'COCCCCOC(CCCCC(OCCCCOC(CCC(C)=O)=O)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,6.681,0.0602,0.06019,train,"['C(CCOC(=O)CCC(C)=O)COC(=O)CCCCC(OCCCCOC)=O', 'C(=O)(CCC(=O)OCCCCOC(CCCCC(OCCCCOC)=O)=O)C', 'C(C(OCCCCOC(=O)CCC(=O)C)=O)CCCC(=O)OCCCCOC', 'O=C(CCC(C)=O)OCCCCOC(=O)CCCCC(OCCCCOC)=O', 'C(OC)CCCOC(CCCCC(OCCCCOC(=O)CCC(C)=O)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,12.46,0.1127,0.11271,train,"['C(OC(=O)CCCCC(=O)OCCCCOC)CCCOC(=O)CCC(=O)C', 'O=C(CCCCC(=O)OCCCCOC(=O)CCC(=O)C)OCCCCOC', 'O(CCCCOC(=O)CCCCC(=O)OCCCCOC)C(CCC(=O)C)=O', 'C(CCCCC(=O)OCCCCOC)(OCCCCOC(CCC(=O)C)=O)=O', 'C(OCCCCOC(CCCCC(OCCCCOC)=O)=O)(=O)CCC(C)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,16.024,0.1423,0.14233,train,"['O=C(C)CCC(=O)OCCCCOC(CCCCC(OCCCCOC)=O)=O', 'C(OC(CCCCC(=O)OCCCCOC(CCC(=O)C)=O)=O)CCCOC', 'C(C(=O)OCCCCOC(=O)CCC(C)=O)CCCC(OCCCCOC)=O', 'C(CCOC)COC(CCCCC(OCCCCOC(CCC(C)=O)=O)=O)=O', 'C(CCOC(=O)CCC(C)=O)COC(=O)CCCCC(=O)OCCCCOC']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,16.548,0.1467,0.14668,train,"['C(COC(=O)CCC(C)=O)CCOC(=O)CCCCC(OCCCCOC)=O', 'C(CCCOC)OC(CCCCC(=O)OCCCCOC(=O)CCC(=O)C)=O', 'C(CC(OCCCCOC)=O)CCC(OCCCCOC(CCC(=O)C)=O)=O', 'O=C(CCCCC(=O)OCCCCOC)OCCCCOC(CCC(C)=O)=O', 'O(CCCCOC(CCCCC(OCCCCOC)=O)=O)C(=O)CCC(=O)C']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,20.036,0.1741,0.17409,train,"['CC(CCC(OCCCCOC(=O)CCCCC(OCCCCOC)=O)=O)=O', 'C(COC(CCCCC(OCCCCOC)=O)=O)CCOC(=O)CCC(C)=O', 'COCCCCOC(=O)CCCCC(OCCCCOC(CCC(C)=O)=O)=O', 'C(CC(C)=O)C(OCCCCOC(=O)CCCCC(=O)OCCCCOC)=O', 'O(C(CCC(=O)C)=O)CCCCOC(CCCCC(=O)OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,2.102,0.01451,0.01452,train,"['C(CCOC(CCCCC(=O)OCCCCOC)=O)COC(CCC(C)=O)=O', 'COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(=O)C', 'O=C(CCCCC(OCCCCOC)=O)OCCCCOC(=O)CCC(C)=O', 'O=C(OCCCCOC(CCC(=O)C)=O)CCCCC(=O)OCCCCOC', 'C(CCCOC)OC(CCCCC(=O)OCCCCOC(=O)CCC(C)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,2.676,0.01851,0.0185,train,"['C(OC(CCCCC(=O)OCCCCOC)=O)CCCOC(=O)CCC(=O)C', 'C(CCCC(=O)OCCCCOC(CCC(C)=O)=O)C(=O)OCCCCOC', 'C(COC(=O)CCCCC(OCCCCOC(CCC(=O)C)=O)=O)CCOC', 'C(OC(CCC(C)=O)=O)CCCOC(CCCCC(=O)OCCCCOC)=O', 'C(OC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O)CCCOC']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,4.118,0.02863,0.02863,train,"['O(CCCCOC(=O)CCCCC(=O)OCCCCOC)C(=O)CCC(C)=O', 'C(COC(CCC(C)=O)=O)CCOC(CCCCC(OCCCCOC)=O)=O', 'C(OC)CCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(=O)C', 'O(C(CCCCC(OCCCCOC(=O)CCC(C)=O)=O)=O)CCCCOC', 'C(=O)(C)CCC(=O)OCCCCOC(=O)CCCCC(OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,6.098,0.04264,0.04262,train,"['C(C(=O)OCCCCOC)CCCC(OCCCCOC(CCC(=O)C)=O)=O', 'C(CCCC(OCCCCOC)=O)C(=O)OCCCCOC(=O)CCC(=O)C', 'O(CCCCOC(CCC(C)=O)=O)C(=O)CCCCC(=O)OCCCCOC', 'C(OC)CCCOC(CCCCC(=O)OCCCCOC(CCC(=O)C)=O)=O', 'O=C(C)CCC(=O)OCCCCOC(=O)CCCCC(OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,6.7,0.04692,0.04693,train,"['C(OCCCCOC)(CCCCC(OCCCCOC(CCC(=O)C)=O)=O)=O', 'O=C(CCCCC(=O)OCCCCOC(CCC(C)=O)=O)OCCCCOC', 'C(=O)(OCCCCOC(CCC(=O)C)=O)CCCCC(OCCCCOC)=O', 'C(CCOC(CCCCC(=O)OCCCCOC)=O)COC(CCC(C)=O)=O', 'O=C(CCC(C)=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,8.177,0.05749,0.0575,train,"['C(CCCC(=O)OCCCCOC)C(=O)OCCCCOC(=O)CCC(=O)C', 'O=C(OCCCCOC(CCC(=O)C)=O)CCCCC(OCCCCOC)=O', 'C(CCC(=O)C)(=O)OCCCCOC(CCCCC(OCCCCOC)=O)=O', 'C(CCC(=O)OCCCCOC)CC(=O)OCCCCOC(=O)CCC(=O)C', 'C(CC(=O)OCCCCOC(CCCCC(OCCCCOC)=O)=O)C(=O)C']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,8.699,0.06117,0.06118,train,"['C(=O)(OCCCCOC)CCCCC(OCCCCOC(CCC(C)=O)=O)=O', 'C(OC(CCCCC(=O)OCCCCOC)=O)CCCOC(CCC(=O)C)=O', 'C(CCC(OCCCCOC(=O)CCCCC(OCCCCOC)=O)=O)(C)=O', 'C(OC(=O)CCCCC(OCCCCOC(CCC(=O)C)=O)=O)CCCOC', 'C(CCCC(=O)OCCCCOC(CCC(=O)C)=O)C(OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,12.314,0.08649,0.08649,train,"['C(=O)(CCCCC(OCCCCOC(CCC(=O)C)=O)=O)OCCCCOC', 'C(OCCCCOC)(=O)CCCCC(=O)OCCCCOC(CCC(C)=O)=O', 'O(CCCCOC(CCCCC(=O)OCCCCOC(=O)CCC(=O)C)=O)C', 'O=C(CCCCC(OCCCCOC(CCC(=O)C)=O)=O)OCCCCOC', 'C(CCCOC(CCC(C)=O)=O)OC(=O)CCCCC(=O)OCCCCOC']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,16.572,0.115,0.11502,train,"['C(CCCOC(=O)CCCCC(OCCCCOC(CCC(=O)C)=O)=O)OC', 'C(CCC(OCCCCOC(CCC(C)=O)=O)=O)CC(OCCCCOC)=O', 'O(CCCCOC(CCCCC(OCCCCOC)=O)=O)C(=O)CCC(=O)C', 'C(OC(=O)CCCCC(OCCCCOC(CCC(=O)C)=O)=O)CCCOC', 'C(C(=O)OCCCCOC(=O)CCC(C)=O)CCCC(=O)OCCCCOC']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,4.126,0.02357,0.02359,train,"['C(COC(CCCCC(OCCCCOC(CCC(=O)C)=O)=O)=O)CCOC', 'C(OCCCCOC)(=O)CCCCC(OCCCCOC(CCC(C)=O)=O)=O', 'O(C(=O)CCCCC(=O)OCCCCOC(=O)CCC(=O)C)CCCCOC', 'C(COC(=O)CCCCC(=O)OCCCCOC)CCOC(=O)CCC(=O)C', 'C(OC(=O)CCCCC(OCCCCOC(=O)CCC(=O)C)=O)CCCOC']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,4.698,0.02689,0.02689,train,"['C(CCCOC)OC(CCCCC(=O)OCCCCOC(CCC(C)=O)=O)=O', 'C(CCOC)COC(CCCCC(=O)OCCCCOC(=O)CCC(=O)C)=O', 'O(CCCCOC(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)=O)C', 'C(CCOC(CCCCC(=O)OCCCCOC(=O)CCC(=O)C)=O)COC', 'C(CCCOC(CCC(=O)C)=O)OC(=O)CCCCC(OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,6.07,0.03485,0.03485,train,"['O=C(OCCCCOC(CCC(C)=O)=O)CCCCC(=O)OCCCCOC', 'C(CCOC)COC(CCCCC(OCCCCOC(=O)CCC(C)=O)=O)=O', 'O=C(OCCCCOC(=O)CCC(=O)C)CCCCC(OCCCCOC)=O', 'C(OC)CCCOC(=O)CCCCC(OCCCCOC(=O)CCC(C)=O)=O', 'O=C(C)CCC(=O)OCCCCOC(=O)CCCCC(OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,8.259,0.04763,0.04761,train,"['C(C)(CCC(OCCCCOC(CCCCC(OCCCCOC)=O)=O)=O)=O', 'C(OCCCCOC(CCCCC(OCCCCOC)=O)=O)(=O)CCC(=O)C', 'C(CC(C)=O)C(OCCCCOC(=O)CCCCC(=O)OCCCCOC)=O', 'COCCCCOC(=O)CCCCC(OCCCCOC(=O)CCC(=O)C)=O', 'C(COC(=O)CCCCC(OCCCCOC(CCC(C)=O)=O)=O)CCOC']"
